,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12335,12337,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06
12338,12340,Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06
12345,12347,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.06
12347,12349,Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
12348,12350,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
12350,12352,Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12351,12353,Robotica,SAT,1994.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.06
12356,12358,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.06,0.0,0.06
12357,12359,Osu! Tatakae! Ouendan,DS,2005.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12363,12365,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12364,12366,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
12366,12368,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12370,12372,Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06
12371,12373,Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06
12372,12374,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12373,12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06
12376,12378,Di-Gata Defenders,DS,2008.0,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06
12378,12380,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12379,12381,Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06
12383,12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
12386,12388,Spy Games: Elevator Mission,Wii,2007.0,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06
12388,12390,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
12393,12395,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06
12396,12398,Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06
12398,12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12403,12405,Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision,0.0,0.05,0.0,0.01,0.06
12405,12407,A-Train: City Simulator,3DS,2014.0,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06
12406,12408,Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,Taito,0.0,0.0,0.06,0.0,0.06
12408,12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
12409,12411,Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06
12412,12414,Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.06
12416,12418,MotoGP 10/11,X360,2011.0,Racing,Capcom,0.0,0.05,0.0,0.01,0.06
12420,12422,Higurashi Daybreak Portable,PSP,2008.0,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06
12421,12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12422,12424,Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12423,12425,Barbie Horse Adventures: Wild Horse Rescue,XB,2003.0,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06
12424,12426,Winx Club: Quest for the Codex,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12426,12428,Devil's Third,WiiU,2015.0,Action,Nintendo,0.04,0.02,0.0,0.01,0.06
12429,12431,Kikou Heidan J-Phoenix,PS2,2001.0,Action,Takara,0.0,0.0,0.06,0.0,0.06
12431,12433,Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06
12432,12434,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06
12433,12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12434,12436,Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06
12435,12437,Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
12436,12438,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12438,12440,Akai Katana Shin,X360,2011.0,Shooter,Cave,0.04,0.0,0.01,0.0,0.06
12439,12441,Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06
12440,12442,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
12441,12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,Alchemist,0.0,0.0,0.06,0.0,0.06
12442,12444,KimiKiss,PS2,2006.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
12443,12445,Cold Fear,XB,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06
12445,12447,Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06
12448,12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12450,12452,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06
12451,12453,Shining Force Feather,DS,2009.0,Strategy,Sega,0.0,0.0,0.06,0.0,0.06
12454,12456,Disney's Kim Possible: Global Gemini,DS,2007.0,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06
12458,12460,Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12460,12462,Coded Arms: Contagion,PSP,2007.0,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06
12465,12467,The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06
12468,12470,Grey's Anatomy: The Video Game,Wii,2009.0,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06
12472,12474,Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12478,12480,Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.04,0.02,0.0,0.01,0.06
12483,12485,DropCast,DS,2008.0,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06
12487,12489,Chou Soujuu Mecha MG,DS,,Simulation,,0.0,0.0,0.06,0.0,0.06
12489,12491,Pro Evolution Soccer 2012,PS2,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12490,12492,Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06
12492,12494,EverQuest II: Destiny of Velious,PC,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
12493,12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12494,12496,Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12500,12502,NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06
12501,12503,Cabela's Big Game Hunter (2008),X360,2007.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
12505,12507,Brunswick Circuit Pro Bowling,N64,1999.0,Sports,THQ,0.05,0.01,0.0,0.0,0.06
12507,12509,CyberTiger,N64,2000.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12508,12510,Penny Racers,N64,1998.0,Racing,THQ,0.05,0.01,0.0,0.0,0.06
12509,12511,S.C.A.R.S,N64,1998.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
12512,12514,Mike Piazza's Strike Zone,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
12514,12516,Star Soldier: Vanishing Earth,N64,1998.0,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06
12516,12518,Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
12519,12521,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.06
12520,12522,Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12521,12523,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06
12524,12526,Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06
12526,12528,Syndicate,PC,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12527,12529,Digimon All-Star Rumble,X360,2014.0,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06
12528,12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
12531,12533,Combat Elite: WWII Paratroopers,PS2,,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06
12532,12534,Rock Blast,DS,2008.0,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06
12533,12535,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06
12534,12536,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06
12535,12537,Killer Loop,PS,1999.0,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06
12537,12539,Xiaolin Showdown,PSP,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12538,12540,Worldwide Soccer,SAT,1994.0,Sports,Sega,0.0,0.0,0.06,0.0,0.06
12539,12541,Toriko: Gourmet Battle!,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12540,12542,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12541,12543,Zoo Tycoon: Complete Collection,PC,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
12542,12544,Little League World Series Baseball 2008,DS,2008.0,Sports,Activision,0.06,0.0,0.0,0.0,0.06
12543,12545,Commandos: Strike Force,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
12544,12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12546,12548,Rapala Pro Fishing,GBA,2004.0,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
12547,12549,Create,PC,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
12548,12550,Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06
12551,12553,Fate/Tiger Colosseum Upper,PSP,2008.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06
12552,12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009.0,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06
12554,12556,Theresia...,DS,2008.0,Adventure,Arc System Works,0.06,0.0,0.0,0.0,0.06
12556,12558,Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06
12557,12559,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06
12560,12562,Genkai Tokki: Moero Crystal,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06
12562,12564,Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0.0,0.05,0.0,0.0,0.06
12565,12567,World Soccer Winning Eleven 9 (US sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12568,12570,Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.06
12572,12574,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
12573,12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12576,12578,Pro Yakyuu Netsu Star 2007,PS2,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12581,12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12582,12584,Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.06,0.0,0.0,0.0,0.06
12584,12586,SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.02,0.06
12588,12590,Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.05,0.01,0.0,0.0,0.06
12591,12593,Summon Night 6: Lost Borders,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12592,12594,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06
12593,12595,Kelly Slater's Pro Surfer,GC,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06
12594,12596,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,P2 Games,0.0,0.05,0.0,0.0,0.06
12595,12597,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06
12601,12603,Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
12603,12605,Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
12605,12607,pro evolution soccer 2011,PC,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06
12607,12609,Arcana Heart 3,PSV,2014.0,Fighting,Arc System Works,0.03,0.0,0.02,0.01,0.06
12608,12610,Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12609,12611,PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06
12612,12614,Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06
12616,12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12619,12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12620,12622,Winx Club: Mission Enchantix,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06
12622,12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06
12624,12626,Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06
12626,12628,Captain America: Super Soldier,Wii,,Action,Sega,0.05,0.0,0.0,0.0,0.06
12631,12633,Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12632,12634,G-Police: Weapons of Justice,PS,1999.0,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06
12635,12637,Policenauts,3DO,1995.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12637,12639,Quiz! Hexagon II,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12638,12640,Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06
12641,12643,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06
12642,12644,Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
12644,12646,Project Setsuna,PS4,2016.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
12645,12647,Syphon Filter: Logan's Shadow,PS2,2010.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
12649,12651,Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
12652,12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12658,12660,Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06
12659,12661,Hajime no Ippo Portable: Victorious Spirits,PSP,2007.0,Fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06
12660,12662,Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06
12661,12663,CMT Presents: Karaoke Revolution Country,PS2,2006.0,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12662,12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12663,12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
12664,12666,Vitamin X to Z,PSP,2011.0,Adventure,D3Publisher,0.0,0.0,0.06,0.0,0.06
12665,12667,Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06
12669,12671,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06
12672,12674,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
12673,12675,Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.02,0.0,0.0,0.06
12675,12677,MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06
12677,12679,World Championship Athletics,Wii,2009.0,Sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06
12678,12680,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,Activision,0.03,0.02,0.0,0.0,0.06
12679,12681,Yomawari,PSV,2015.0,Adventure,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.06
12680,12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.06
12681,12683,Jumble Madness,DS,2009.0,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06
12686,12688,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12688,12690,Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.01,0.06
12691,12693,Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06
12692,12694,Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06
12694,12696,Burning Rangers,SAT,1998.0,Platform,Sega,0.0,0.0,0.06,0.0,0.06
12697,12699,Interplay Sports Baseball 2000,PS,1999.0,Sports,Interplay,0.03,0.02,0.0,0.0,0.06
12698,12700,Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12699,12701,Animorphs: Shattered Reality,PS,2000.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.06
12702,12704,PopStar Guitar,Wii,2008.0,Misc,Midway Games,0.03,0.03,0.0,0.01,0.06
12703,12705,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12704,12706,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06
12705,12707,Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,0.04,0.02,0.0,0.0,0.06
12707,12709,Mayhem 3D,PS3,2011.0,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06
12710,12712,Constantine,XB,2005.0,Action,SCi,0.04,0.01,0.0,0.0,0.06
12711,12713,Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
12713,12715,Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12718,12720,Evangelion: Jo,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12720,12722,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,0.03,0.02,0.0,0.01,0.06
12722,12724,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06
12723,12725,Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06
12724,12726,FIFA Street,GC,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
12725,12727,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06
12726,12728,Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06
12738,12740,FIFA Soccer 06,DS,2005.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06
12739,12741,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12744,12746,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06
12750,12752,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
12751,12753,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06
12752,12754,Scrabble Blast!,GBA,2005.0,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06
12753,12755,Dino Pets,DS,2009.0,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06
12754,12756,Fate/Stay Night [Réalta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12755,12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06
12756,12758,Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12757,12759,Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,0.05,0.0,0.0,0.0,0.06
12764,12766,Starwinder: The Ultimate Space Race,PS,1996.0,Racing,Mindscape,0.03,0.02,0.0,0.0,0.06
12765,12767,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06
12766,12768,Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06
12768,12770,Dreamer Series: Babysitter,DS,2009.0,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06
12769,12771,Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,0.05,0.0,0.0,0.0,0.06
12770,12772,Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06
12777,12779,Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06
12778,12780,NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
12779,12781,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0.0,0.0,0.05,0.0,0.06
12781,12783,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06
12783,12785,Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12784,12786,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06
12788,12790,Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
12789,12791,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06
12791,12793,Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06
12793,12795,Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06
12794,12796,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06
12796,12798,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
12797,12799,Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
12798,12800,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,Activision,0.04,0.0,0.0,0.01,0.06
12802,12804,Grand Kingdom,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06
12803,12805,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.0,0.0,0.06,0.0,0.06
12805,12807,Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12806,12808,Whiplash,XB,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06
12807,12809,GRID,DS,,Racing,Codemasters,0.04,0.01,0.0,0.0,0.06
12808,12810,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12810,12812,My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.02,0.0,0.0,0.06
12811,12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
